Brand,Model_Year,Fuel_Type,Transmission,Kilometers_Driven,Mileage_kmpl,Engine_CC,Owner_Type,Seats,Price_Lakh
Honda,2017,Diesel,Automatic,159912,16.4,2773,Second,5,10.04
Hyundai,2005,Diesel,Manual,26058,14.1,1615,Second,6,4.37
Tata,2012,CNG,Automatic,39929,15.8,2959,Second,7,8.86
Tata,2016,Diesel,Automatic,167434,22.5,1677,Second,4,7.55
Tata,2023,Electric,Automatic,91489,12.2,1502,Third,5,9.62
Mahindra,2016,Electric,Manual,89664,16.8,1743,Second,7,7.69
Mahindra,2012,CNG,Manual,183428,17.4,2860,Second,5,6.24
Hyundai,2012,Electric,Automatic,82597,10.5,1102,Third,4,7.46
Tata,2017,Petrol,Manual,11041,12.9,2379,First,5,8.52
Tata,2016,Petrol,Automatic,83209,22.4,959,Second,7,6.95
Honda,2020,Electric,Manual,198026,22.5,2003,Third,5,11.96
Mahindra,2005,CNG,Automatic,197941,14.4,1991,Third,6,2.83
Tata,2017,Diesel,Manual,157131,23.1,1973,First,6,3.81
Toyota,2011,CNG,Automatic,104864,21.6,2863,Second,7,8.45
Hyundai,2009,Diesel,Automatic,180794,16.3,1914,Second,5,1.32
Toyota,2012,Electric,Automatic,153620,21.2,1943,Second,7,7.82
Toyota,2018,Electric,Automatic,151150,24.4,2779,Third,5,13.14
Hyundai,2017,Petrol,Manual,141491,16.9,1052,Second,4,4.88
Toyota,2019,Diesel,Automatic,171562,13.6,2232,Second,6,9.42
Tata,2021,CNG,Manual,120158,24.1,2878,Second,4,7.6
Mahindra,2019,Electric,Manual,194832,19.1,1530,Second,5,8.77
Hyundai,2022,CNG,Automatic,166409,11.6,1297,First,4,6.0
Honda,2022,Petrol,Manual,6468,18.6,2228,First,7,15.69
Toyota,2006,Diesel,Manual,29309,17.5,1347,First,7,10.91
Hyundai,2008,Diesel,Manual,77255,22.8,1760,Second,5,2.61
Maruti,2005,Electric,Automatic,86899,18.0,931,Second,6,1.39
Maruti,2008,Diesel,Manual,33718,13.8,2147,Third,7,4.01
Mahindra,2022,Electric,Manual,173913,20.1,1657,Third,6,6.99
Tata,2009,Petrol,Automatic,182732,18.1,1955,Third,5,2.25
Mahindra,2023,Diesel,Automatic,111553,13.5,2832,Second,6,13.87
Mahindra,2019,Electric,Manual,55281,18.6,1320,First,5,9.22
Mahindra,2012,CNG,Automatic,118451,22.3,829,First,4,6.81
Mahindra,2021,Electric,Manual,5767,10.4,2851,First,5,12.77
Honda,2005,Diesel,Manual,139967,19.5,1308,Second,4,5.93
Honda,2016,Petrol,Manual,63026,15.2,2060,First,5,11.06
Hyundai,2023,Diesel,Automatic,123142,14.4,2358,Third,7,8.79
Maruti,2019,Diesel,Manual,47968,15.9,815,Third,7,6.33
Mahindra,2013,Electric,Automatic,176169,15.1,1796,First,6,6.43
Hyundai,2011,CNG,Automatic,151404,22.5,2407,Third,5,2.79
Maruti,2006,Diesel,Manual,150693,14.1,2639,First,5,0.33
Toyota,2013,CNG,Automatic,81870,21.0,2816,First,5,10.44
Tata,2014,Electric,Automatic,23174,11.4,2053,Third,6,8.04
Honda,2006,CNG,Automatic,129357,24.3,2543,Third,7,5.48
Toyota,2023,Electric,Automatic,104189,19.3,1888,Third,5,14.05
Maruti,2015,Petrol,Automatic,45502,20.6,2161,Third,6,5.61
Toyota,2017,CNG,Manual,41674,14.5,1177,First,5,13.71
Tata,2014,CNG,Automatic,42260,16.2,1998,Third,4,6.73
Maruti,2018,Petrol,Manual,178570,13.4,1275,Third,5,1.7
Toyota,2022,CNG,Manual,185536,24.0,2089,Second,4,13.59
Honda,2023,Petrol,Manual,76805,17.3,1128,Third,6,10.9
Honda,2013,Diesel,Manual,190541,19.5,2639,Third,6,10.25
Hyundai,2011,Electric,Manual,22194,21.0,1986,First,7,5.02
Toyota,2007,Petrol,Manual,162883,15.6,1237,First,5,6.42
Mahindra,2010,CNG,Automatic,77377,20.8,2190,Second,6,8.55
Toyota,2006,Petrol,Automatic,135864,20.1,2573,Third,7,9.19
Maruti,2010,CNG,Automatic,48723,20.6,2022,Third,5,5.28
Maruti,2007,Diesel,Manual,81298,17.3,2323,Third,6,0.44
Toyota,2020,Petrol,Automatic,64238,15.7,2863,Third,4,15.04
Tata,2012,Diesel,Automatic,110433,13.3,2644,Third,6,6.46
Honda,2006,Electric,Automatic,112092,22.4,2119,Third,4,6.18
Maruti,2021,CNG,Manual,7147,19.1,1667,Second,7,9.37
Honda,2013,CNG,Automatic,43445,16.7,2611,Third,7,11.36
Maruti,2016,Diesel,Manual,189875,24.2,1783,Third,5,2.37
Hyundai,2007,Electric,Automatic,197180,10.7,2062,Third,5,1.76
Mahindra,2015,Petrol,Manual,111170,22.8,2124,Second,5,6.75
Maruti,2005,Petrol,Manual,138085,25.0,2853,Third,7,-0.23
Honda,2017,CNG,Manual,90617,23.3,1818,Second,4,10.41
Hyundai,2019,Diesel,Automatic,58502,22.2,2589,First,5,8.42
Maruti,2009,Diesel,Automatic,122116,15.6,1606,Third,5,2.82
Tata,2021,Petrol,Manual,42755,13.5,2693,Second,7,9.71
Mahindra,2010,Electric,Automatic,144805,21.0,2209,First,4,5.26
Maruti,2015,Electric,Manual,14479,14.6,2118,Second,6,6.41
Hyundai,2022,Petrol,Manual,80361,12.6,1941,Second,5,7.91
Tata,2008,Petrol,Automatic,157376,21.8,1204,First,6,1.29
Toyota,2007,Diesel,Automatic,171766,14.7,2586,Third,6,7.32
Hyundai,2017,Electric,Automatic,129232,23.7,1393,Third,5,4.95
Hyundai,2013,Petrol,Manual,110586,22.6,811,Second,7,3.68
Tata,2010,Petrol,Manual,86171,22.7,2117,First,5,6.06
Hyundai,2016,CNG,Automatic,119151,21.6,2342,Third,4,4.49
Tata,2006,Petrol,Manual,91296,23.2,2925,Second,4,5.18
Maruti,2007,Petrol,Automatic,145562,22.1,1413,First,5,1.27
Tata,2007,Electric,Manual,157324,19.0,2786,Second,6,1.29
Tata,2016,Diesel,Automatic,142934,14.4,1668,First,4,5.99
Mahindra,2019,Electric,Automatic,74959,23.3,1611,Third,4,8.33
Tata,2013,Diesel,Manual,146522,22.6,2622,Third,5,6.03
Tata,2012,CNG,Automatic,61022,17.1,1566,Second,5,5.13
Toyota,2015,Petrol,Automatic,66991,10.6,881,Third,7,11.5
Maruti,2020,CNG,Manual,176999,19.6,2544,Third,5,6.12
Mahindra,2008,Diesel,Automatic,54853,10.8,1321,First,5,5.88
Toyota,2005,Electric,Manual,36826,23.9,2127,Third,4,9.13
Honda,2011,Electric,Automatic,47879,24.4,1793,First,4,9.31
Maruti,2006,CNG,Manual,193337,12.8,2325,First,4,0.11
Maruti,2009,Diesel,Automatic,77361,20.1,2269,Second,6,1.95
Honda,2011,CNG,Automatic,82990,11.4,2313,First,4,9.11
Tata,2008,CNG,Automatic,94787,20.9,1580,Third,4,4.1
Toyota,2009,Petrol,Automatic,45736,15.2,2251,First,5,10.62
Hyundai,2005,CNG,Manual,29530,20.2,1358,First,7,3.83
Mahindra,2005,Petrol,Manual,183130,15.6,2938,Second,4,5.24
Hyundai,2019,Petrol,Manual,111080,12.2,2837,Third,7,5.77
Honda,2023,Electric,Manual,79255,16.1,2553,Third,4,13.68
Maruti,2014,Petrol,Manual,140958,11.7,1659,Third,4,5.85
Maruti,2022,Petrol,Manual,131598,18.7,2412,First,7,7.44
Mahindra,2007,Electric,Manual,123623,10.6,1355,Third,5,4.57
Maruti,2015,CNG,Automatic,42387,17.9,955,Third,4,4.55
Maruti,2019,Diesel,Automatic,157647,23.3,2849,First,7,4.79
Mahindra,2015,Diesel,Automatic,117260,22.6,2180,Second,4,8.86
Toyota,2021,Diesel,Automatic,175715,23.2,1624,Second,6,11.16
Toyota,2021,CNG,Manual,146172,23.8,2392,First,6,12.52
Mahindra,2010,Petrol,Manual,196428,11.6,1881,Second,6,4.35
Honda,2009,Diesel,Manual,143928,11.9,2003,Second,6,8.52
Maruti,2012,CNG,Automatic,174241,18.4,1292,Second,5,1.46
Maruti,2006,Petrol,Manual,164876,23.4,1468,Third,6,-0.0
Honda,2020,Electric,Automatic,171862,24.6,874,Second,7,10.48
Toyota,2016,Diesel,Manual,35988,10.7,1170,Third,4,13.75
Tata,2010,Petrol,Manual,81448,15.3,1386,Second,7,6.52
Tata,2005,Diesel,Manual,174578,13.2,1128,Third,6,3.11
Tata,2008,Diesel,Manual,118430,21.3,1389,First,5,5.71
Toyota,2021,Diesel,Automatic,148377,19.6,2590,First,6,11.94
Toyota,2017,Petrol,Automatic,146041,11.8,1576,Second,6,10.64
Honda,2022,CNG,Manual,17404,17.3,2822,Third,5,15.22
Maruti,2009,Petrol,Automatic,145061,20.3,1378,First,5,0.02
Honda,2007,Diesel,Manual,172055,21.7,1020,First,5,5.11
Honda,2015,Petrol,Manual,175534,10.3,1987,First,5,8.77
Toyota,2017,Electric,Manual,24360,23.4,2303,First,5,13.73
Tata,2008,CNG,Manual,90657,18.5,2507,Second,5,5.66
Hyundai,2018,Petrol,Automatic,162359,22.2,2545,Third,4,4.54
Maruti,2015,Electric,Manual,197385,22.1,987,First,6,1.3
Toyota,2014,CNG,Manual,39160,12.8,2014,Second,6,12.66
Tata,2023,Electric,Automatic,11789,11.7,1909,First,5,12.81
Hyundai,2022,CNG,Manual,163253,20.8,1643,First,7,5.88
Hyundai,2010,Petrol,Automatic,150457,12.3,1330,First,5,1.9
Toyota,2019,Electric,Manual,87597,22.7,1870,First,4,13.66
Mahindra,2014,Diesel,Manual,70641,20.9,1762,Second,7,5.52
Maruti,2009,Electric,Manual,49247,22.6,1969,Third,4,2.97
Hyundai,2009,CNG,Manual,91673,14.5,2205,Second,7,3.62
Toyota,2014,Petrol,Manual,10544,14.7,1316,Second,7,12.8
Toyota,2009,CNG,Manual,149347,20.1,2688,Second,5,10.61
Tata,2007,Electric,Automatic,68248,10.5,2291,First,4,7.12
Mahindra,2010,Electric,Manual,39550,20.9,1917,Third,7,8.49
Maruti,2008,Diesel,Automatic,58693,22.5,932,First,4,0.42
Honda,2022,Petrol,Automatic,133924,16.2,1113,Second,5,10.3
Tata,2013,Petrol,Manual,155713,21.5,1390,First,5,4.49
Hyundai,2021,Electric,Automatic,85021,12.6,2343,Third,5,8.34
Hyundai,2017,Petrol,Manual,20605,14.8,2685,Third,5,8.39
Tata,2019,Diesel,Automatic,55713,24.6,2426,First,6,8.84
Toyota,2021,CNG,Manual,156462,24.8,1547,Second,7,10.66
Hyundai,2017,Petrol,Automatic,80403,17.7,2297,First,6,5.96
Mahindra,2020,Electric,Automatic,63466,24.0,1600,Second,5,9.61
Maruti,2008,CNG,Manual,8981,17.8,2297,Third,7,5.68
Mahindra,2009,CNG,Automatic,145565,14.4,2179,First,7,5.26
Hyundai,2009,Diesel,Manual,120631,14.0,1479,Third,4,3.03
Honda,2013,Electric,Manual,124238,23.9,2961,Second,5,10.75
Maruti,2021,Petrol,Manual,100335,12.6,1696,Second,6,5.84
Maruti,2017,Electric,Manual,112441,18.7,2346,First,4,3.64
Tata,2006,CNG,Manual,21984,18.3,2593,First,7,7.42
Tata,2017,Electric,Automatic,130580,21.1,2912,First,6,8.17
Honda,2023,Petrol,Automatic,116316,17.5,1483,Third,5,9.57
Toyota,2007,Petrol,Automatic,158832,14.1,2095,Second,6,9.35
Maruti,2014,Diesel,Manual,137596,12.5,2485,Second,6,4.31
Honda,2006,Petrol,Automatic,123454,19.3,2185,Third,6,7.42
Tata,2017,Petrol,Automatic,54402,20.8,2993,First,4,11.04
Tata,2023,Electric,Automatic,96656,18.5,1742,First,7,10.21
Maruti,2021,Electric,Automatic,70614,21.1,2109,Third,6,7.7
Mahindra,2018,CNG,Automatic,171963,12.1,1833,Second,7,8.96
Hyundai,2016,Diesel,Manual,96009,23.2,2420,Second,4,7.07
Tata,2016,Electric,Manual,175904,18.7,1608,Second,5,3.78
Toyota,2015,Petrol,Automatic,50836,11.9,970,Second,5,10.09
Toyota,2011,CNG,Manual,149434,16.9,2353,Third,6,10.54
Tata,2008,Electric,Manual,173993,22.7,2395,Second,4,5.07
Mahindra,2023,Diesel,Automatic,154634,23.5,2423,Third,5,9.54
Mahindra,2005,Diesel,Automatic,136049,14.0,826,First,4,2.83
Honda,2007,CNG,Manual,81407,20.7,1813,Third,4,8.18
Toyota,2017,CNG,Automatic,12610,11.5,1891,Second,6,12.41
Honda,2019,CNG,Manual,114381,10.5,1207,First,6,10.21
Toyota,2006,CNG,Manual,20791,18.4,1932,Third,4,10.07
Hyundai,2015,CNG,Automatic,63047,20.4,873,Third,4,5.21
Hyundai,2008,Petrol,Manual,155737,21.9,1479,Third,6,3.85
Maruti,2023,Petrol,Manual,75246,15.1,2191,First,4,6.51
Honda,2021,Electric,Manual,182523,10.1,1648,Third,6,10.02
Tata,2007,Diesel,Automatic,91148,17.2,1669,Second,7,3.3
Honda,2022,Petrol,Automatic,50890,10.2,1036,First,4,13.35
Tata,2012,Petrol,Automatic,142866,11.4,1705,First,6,4.93
Mahindra,2023,Petrol,Automatic,37888,14.9,1418,Third,4,12.95
Honda,2009,Electric,Manual,142821,16.6,1832,Second,6,4.85
Mahindra,2011,CNG,Automatic,51531,14.2,2113,First,4,8.4
Hyundai,2012,Electric,Automatic,120652,18.7,1646,Third,5,4.14
Hyundai,2009,Diesel,Automatic,25608,10.8,2723,Second,5,6.78
Maruti,2021,Diesel,Automatic,85986,12.2,1433,Third,4,5.08
Honda,2009,Diesel,Manual,88996,20.4,1817,Third,5,9.16
Mahindra,2008,Diesel,Manual,61017,12.1,807,First,4,5.8
Tata,2023,Petrol,Manual,62676,19.6,2192,First,4,10.49
Hyundai,2006,Petrol,Automatic,16560,10.8,1868,Third,7,5.39
Hyundai,2015,Electric,Automatic,190473,16.1,2580,First,7,3.32
Tata,2017,CNG,Manual,55468,12.7,2442,First,5,9.68
Mahindra,2019,Diesel,Automatic,168535,11.6,2016,Second,7,8.78
Mahindra,2016,Electric,Automatic,167735,18.5,1648,Second,7,6.93
Honda,2015,Petrol,Manual,194845,23.9,2180,Third,4,7.68
Honda,2011,Petrol,Manual,38123,10.8,861,Third,6,7.13
Toyota,2009,CNG,Automatic,99346,16.3,1885,Third,4,9.64
Toyota,2021,CNG,Automatic,145790,20.6,2617,Third,7,12.65
Maruti,2013,CNG,Automatic,198709,16.9,1432,Second,4,1.71
Hyundai,2018,Electric,Manual,5028,22.1,1591,First,5,8.61
Honda,2016,Petrol,Manual,198442,12.7,2100,Second,6,9.58
Mahindra,2010,Petrol,Manual,52599,24.4,2254,Third,7,9.36
Tata,2021,CNG,Manual,153469,15.8,1938,Third,7,10.94
Mahindra,2023,Diesel,Automatic,50406,15.1,2511,Second,4,12.91
Hyundai,2023,CNG,Manual,52657,23.1,1324,Second,4,7.55
Toyota,2020,Electric,Manual,72560,18.5,2820,Third,4,15.13
Mahindra,2016,CNG,Automatic,109143,17.7,1698,First,4,10.08
Maruti,2016,CNG,Automatic,149575,20.9,1586,Third,7,3.55
Hyundai,2010,Electric,Automatic,59943,18.7,2160,Second,4,2.9
Toyota,2008,CNG,Manual,80839,12.4,972,Third,7,9.62
Tata,2010,Petrol,Automatic,87674,20.1,1799,Third,4,5.06
Toyota,2015,Diesel,Automatic,30345,12.0,2610,First,6,12.16
Maruti,2005,CNG,Manual,55390,22.1,863,Third,6,1.27
Hyundai,2019,Electric,Manual,64557,24.8,2145,Third,4,6.1
Tata,2015,Diesel,Automatic,6906,15.7,1774,Third,4,9.8
Maruti,2023,Electric,Manual,176239,16.7,865,Second,5,4.8
Toyota,2022,Diesel,Automatic,12961,10.7,2666,Second,6,15.89
Maruti,2021,Diesel,Automatic,162212,10.2,2422,First,7,4.44
Hyundai,2023,CNG,Manual,124289,23.8,1257,Third,6,6.74
Honda,2018,Petrol,Automatic,194773,11.9,2402,Second,7,8.42
Maruti,2022,CNG,Manual,82567,16.7,2757,First,4,7.08
Maruti,2023,Electric,Manual,85664,22.2,2540,Third,6,4.37
Toyota,2019,Electric,Manual,86199,23.3,2249,First,6,13.36
Toyota,2019,Diesel,Automatic,104764,17.8,2759,First,5,13.43
Tata,2008,Diesel,Manual,127357,18.5,2754,First,5,5.9
Toyota,2011,Petrol,Manual,85729,20.0,1079,First,6,10.25
Mahindra,2017,CNG,Automatic,164633,24.4,1840,First,6,8.76
Hyundai,2007,Electric,Automatic,55568,19.0,1761,First,6,4.44
Hyundai,2020,Diesel,Automatic,114349,18.4,2742,First,7,8.44
Honda,2013,Petrol,Automatic,78302,10.2,2017,Third,4,12.57
Honda,2012,Electric,Manual,99968,11.2,1174,Third,5,8.96
Hyundai,2017,Diesel,Manual,165576,18.7,2711,First,4,5.64
Honda,2021,Electric,Manual,121116,24.0,834,Third,5,11.73
Tata,2021,Petrol,Automatic,42146,23.0,2192,First,5,9.74
Toyota,2021,Petrol,Automatic,45297,24.7,2876,Third,5,15.08
Hyundai,2005,Electric,Manual,91394,17.9,1574,Second,6,2.85
Honda,2012,CNG,Automatic,132173,21.8,1020,First,5,7.84
Hyundai,2023,Electric,Automatic,130942,22.6,2900,Second,4,8.17
Mahindra,2010,Diesel,Manual,21939,19.7,2923,First,5,10.3
Maruti,2007,CNG,Manual,186787,15.1,1293,First,4,-2.3
Toyota,2009,Diesel,Automatic,49460,17.0,2511,Second,5,13.25
Hyundai,2017,Electric,Automatic,148738,22.9,2964,Second,5,6.48
Maruti,2019,CNG,Automatic,67119,14.5,1079,Second,6,4.82
Honda,2018,Diesel,Manual,171393,23.9,1545,First,4,10.84
Maruti,2020,Electric,Manual,137851,13.4,2274,Second,5,5.17
Toyota,2022,Electric,Manual,149258,21.2,2657,Second,5,13.37
Hyundai,2015,CNG,Manual,152531,19.5,2341,Third,4,4.61
Mahindra,2007,Electric,Manual,10057,21.2,1896,Third,5,9.38
Honda,2014,Petrol,Automatic,196735,16.6,1859,Second,7,7.74
Hyundai,2014,Diesel,Automatic,154805,24.0,2722,Second,6,4.22
Toyota,2020,Diesel,Automatic,24157,19.5,2805,Second,4,16.26
Honda,2016,Electric,Manual,40030,14.3,1296,Second,6,12.22
Tata,2006,Electric,Manual,155685,19.6,843,Third,7,3.97
Maruti,2013,Petrol,Manual,113612,14.3,2651,First,7,4.38
Toyota,2007,CNG,Automatic,120080,14.4,1253,Second,7,9.35
Tata,2019,Electric,Manual,88028,16.0,1394,Second,4,7.8
Hyundai,2007,Electric,Manual,141260,22.8,2156,Third,7,3.53
Mahindra,2023,Electric,Automatic,34680,17.5,1306,Second,4,12.49
Honda,2022,Electric,Manual,196191,20.2,1593,Second,4,10.48
Maruti,2012,Diesel,Automatic,107302,15.9,820,Third,5,0.55
Honda,2021,Electric,Manual,191790,14.0,2199,Second,4,9.84
Hyundai,2012,Diesel,Manual,41445,24.3,1894,Second,7,5.74
Honda,2011,Electric,Automatic,10796,19.1,2227,Third,4,11.4
Maruti,2011,CNG,Automatic,52218,24.0,2385,First,4,6.56
Hyundai,2007,Petrol,Automatic,175203,13.1,2614,Second,6,3.05
Honda,2005,CNG,Automatic,144195,12.2,2220,Second,7,5.58
Mahindra,2008,Electric,Automatic,144294,22.8,1136,First,4,4.44
Toyota,2009,Electric,Automatic,29074,20.2,2467,Third,5,12.98
Hyundai,2005,Electric,Manual,121088,12.8,1709,First,4,1.42
Toyota,2019,CNG,Manual,165897,14.0,1075,Second,4,11.76
Hyundai,2009,Electric,Automatic,41839,22.0,1691,First,6,4.83
Mahindra,2017,CNG,Manual,112112,16.8,812,Third,7,7.84
Toyota,2012,Diesel,Automatic,132514,20.1,1826,Second,7,9.4
Tata,2012,Petrol,Manual,73322,14.8,1773,Third,5,3.51
Maruti,2009,Petrol,Automatic,61321,15.7,974,Third,5,2.79
Tata,2013,CNG,Manual,115100,24.9,2208,First,5,5.31
Honda,2005,Diesel,Manual,162060,13.7,2425,First,4,4.78
Mahindra,2008,CNG,Manual,40507,17.6,2743,Third,4,8.53
Tata,2007,Diesel,Manual,104244,22.7,1346,Third,5,5.12
Hyundai,2006,Electric,Manual,130788,13.6,2861,Second,7,1.28
Honda,2012,Diesel,Automatic,100251,16.2,2018,Third,7,10.21
Honda,2013,Diesel,Automatic,28806,19.2,2220,Third,5,10.2
Tata,2006,Diesel,Automatic,135364,17.2,2254,First,6,4.54
Tata,2018,Petrol,Manual,41901,16.9,2233,Third,7,9.93
Mahindra,2018,Diesel,Automatic,153115,15.4,802,Third,7,7.27
Maruti,2008,Electric,Manual,145824,18.8,2642,First,5,1.63
Tata,2010,Electric,Manual,178688,19.4,1546,Second,7,3.27
Tata,2015,Electric,Manual,57127,19.8,1671,First,4,7.96
Toyota,2007,Diesel,Automatic,5453,11.1,1294,First,4,10.78
Hyundai,2012,CNG,Manual,80432,19.5,2214,Third,7,4.34
Toyota,2007,CNG,Automatic,127872,24.3,1427,Third,4,6.83
Toyota,2018,Electric,Automatic,92362,18.1,1875,Second,6,13.56
Honda,2017,Petrol,Manual,15976,20.7,941,Third,7,11.74
Maruti,2017,CNG,Manual,119176,18.4,2287,Second,5,5.42
Hyundai,2006,Diesel,Automatic,104122,22.8,845,Second,4,1.22
Mahindra,2017,CNG,Automatic,75404,23.9,2857,Second,6,9.55
Mahindra,2023,Electric,Automatic,86932,12.8,1463,Second,6,9.82
Tata,2010,Petrol,Automatic,102170,16.6,1372,Third,4,4.87
Tata,2020,CNG,Automatic,82707,15.9,2829,First,6,9.84
Mahindra,2006,CNG,Automatic,169760,16.1,2353,First,7,4.24
Tata,2012,Electric,Manual,98789,11.9,2421,Third,6,8.13
Maruti,2021,Petrol,Automatic,101516,22.2,1712,Third,4,5.0
Toyota,2006,Petrol,Automatic,138089,10.5,1439,Second,6,7.94
Tata,2014,Electric,Automatic,12957,17.9,1708,Third,4,7.42
Honda,2020,Diesel,Automatic,112724,19.9,1668,First,4,10.41
Tata,2010,CNG,Manual,140864,13.1,1829,Third,6,4.56
Hyundai,2006,Diesel,Manual,192054,23.6,1652,Third,4,-0.05
Maruti,2006,CNG,Automatic,18237,22.6,1106,Second,4,2.41
Hyundai,2017,CNG,Automatic,56586,17.1,2616,Second,5,8.0
Hyundai,2019,Diesel,Automatic,24252,16.2,1194,Second,7,8.76
Honda,2006,Electric,Manual,146779,13.5,1548,Second,4,5.02
Maruti,2011,Electric,Manual,170278,20.9,1129,First,7,0.97
Maruti,2007,CNG,Manual,8543,12.0,2897,Third,5,4.18
Maruti,2012,Electric,Manual,180207,20.2,2831,Third,5,0.41
Maruti,2018,CNG,Manual,109647,22.6,1572,Second,5,3.34
Maruti,2011,Electric,Manual,40031,13.4,2445,First,5,4.93
Honda,2011,CNG,Automatic,179001,23.0,2532,First,7,6.39
Tata,2005,Electric,Manual,70747,10.5,1177,Third,6,3.95
Hyundai,2021,Petrol,Manual,193923,23.7,2587,Second,6,3.87
Maruti,2013,Diesel,Automatic,60311,11.8,2423,Third,7,4.53
Tata,2017,Petrol,Manual,70867,19.7,1799,Third,4,6.07
Tata,2023,Diesel,Automatic,93780,13.8,2648,First,7,9.54
Hyundai,2023,Diesel,Manual,62196,22.5,2361,First,4,8.61
Honda,2021,CNG,Automatic,78705,17.7,1573,Third,4,12.11
Mahindra,2014,Diesel,Automatic,62894,12.0,1883,Second,6,8.7
Mahindra,2014,Petrol,Automatic,92640,18.6,2603,Second,5,7.69
Tata,2008,Petrol,Automatic,19591,16.1,1898,Third,6,5.31
Toyota,2012,Electric,Automatic,102247,19.9,2850,Third,6,9.72
Toyota,2022,Petrol,Manual,184965,23.2,2398,Second,7,12.53
Hyundai,2018,Electric,Manual,5727,16.1,1547,Second,7,8.19
Mahindra,2022,Diesel,Automatic,157431,14.3,2271,Second,4,10.44
Tata,2018,Petrol,Automatic,48822,10.2,2564,Third,7,8.97
Honda,2019,Diesel,Automatic,108399,18.6,2353,First,4,9.68
Mahindra,2008,Petrol,Manual,117113,16.0,2415,Second,4,6.17
Tata,2017,Petrol,Automatic,135431,15.6,2308,Second,5,7.25
Tata,2012,Electric,Automatic,147001,12.7,1128,Second,5,3.4
Maruti,2022,Diesel,Automatic,133588,16.5,2210,Third,6,4.63
Honda,2016,Petrol,Automatic,65091,24.8,925,First,5,10.69
Maruti,2018,CNG,Manual,159591,14.5,1566,First,4,3.56
Hyundai,2006,Diesel,Automatic,153465,19.0,2373,Second,7,3.26
Maruti,2022,Diesel,Automatic,170390,21.6,2027,Third,5,6.54
Maruti,2006,Diesel,Manual,99192,21.2,1995,First,5,-0.09
Mahindra,2015,Electric,Automatic,184006,14.9,2558,Third,5,6.95
Toyota,2013,CNG,Automatic,115805,19.2,1016,First,5,10.02
Tata,2016,Diesel,Manual,164912,23.1,2159,Second,4,6.59
Honda,2021,Petrol,Manual,123089,10.2,2121,Third,4,12.55
Maruti,2019,Petrol,Manual,94367,16.5,1631,Second,6,5.85
Honda,2021,Electric,Automatic,18265,13.4,981,First,7,13.86
Toyota,2022,Petrol,Automatic,141496,15.8,1133,First,6,12.24
Toyota,2010,Diesel,Manual,156697,16.2,1310,Second,6,7.79
Maruti,2021,Petrol,Manual,84622,21.2,1182,First,5,7.5
Hyundai,2022,Diesel,Manual,165259,11.4,2696,Second,7,7.1
Maruti,2012,Petrol,Automatic,40929,17.7,1131,Second,5,3.44
Mahindra,2013,CNG,Automatic,66892,18.5,1988,Second,4,7.58
Tata,2010,Electric,Manual,156611,17.4,2065,First,6,4.68
Hyundai,2009,Electric,Automatic,61630,21.0,1699,Third,7,5.33
Maruti,2016,CNG,Manual,145287,15.8,1441,Second,4,2.55
Honda,2015,CNG,Automatic,175457,24.2,2050,Third,6,8.5
Hyundai,2005,Electric,Automatic,136025,17.2,1433,First,7,1.68
Hyundai,2015,CNG,Automatic,92580,18.6,995,First,6,5.42
Maruti,2023,Diesel,Automatic,82462,22.4,2693,Third,7,7.15
Hyundai,2013,Petrol,Manual,118396,14.1,1257,Second,6,3.64
Honda,2006,Electric,Automatic,102037,11.1,1629,First,5,6.55
Toyota,2016,CNG,Automatic,100310,20.6,2856,Second,6,11.47
Hyundai,2008,Diesel,Manual,161080,17.2,2024,Second,6,1.53
Toyota,2008,Electric,Automatic,53928,23.4,1686,Third,7,9.37
Honda,2022,CNG,Manual,94876,24.7,1192,First,7,10.11
Maruti,2019,Electric,Manual,29976,16.0,2475,Third,5,8.07
Tata,2023,CNG,Automatic,129984,16.2,2981,First,7,10.04
Hyundai,2017,Electric,Automatic,163698,16.1,1715,Third,6,4.84
Tata,2023,Diesel,Manual,103256,14.9,1734,First,7,10.53
Honda,2021,Diesel,Manual,105537,21.7,1154,First,7,11.83
Hyundai,2010,Petrol,Manual,195861,21.4,2321,First,7,1.65
Toyota,2020,Electric,Automatic,140772,17.2,1428,Second,5,13.0
Mahindra,2016,Petrol,Manual,114331,10.7,1970,Second,5,9.56
Tata,2023,Electric,Manual,199717,14.6,1126,Third,4,5.69
Hyundai,2009,CNG,Manual,12526,14.4,2238,Third,5,6.64
Tata,2021,CNG,Automatic,108863,22.2,2221,First,5,8.43
Hyundai,2005,Petrol,Manual,175572,11.3,1926,First,5,2.03
Maruti,2014,Electric,Automatic,78366,22.1,2580,Second,6,4.36
Toyota,2019,Petrol,Automatic,195189,20.0,2331,Second,4,10.63
Tata,2015,Diesel,Manual,61096,21.0,2714,Second,6,8.02
Mahindra,2017,Petrol,Automatic,143982,16.5,2032,Third,5,7.37
Mahindra,2009,Petrol,Manual,76185,20.2,2756,Second,5,6.4
Honda,2005,CNG,Automatic,55248,19.1,1192,Third,4,4.85
Hyundai,2016,Petrol,Automatic,138023,21.5,1625,Second,4,3.78
Tata,2015,Electric,Manual,84888,16.7,2712,Second,7,10.6
Honda,2021,CNG,Manual,99533,17.1,849,First,5,11.47
Tata,2008,Petrol,Manual,46954,19.7,2196,Third,5,8.08
